ADID |CompanyID|CompanyName|Category |StockNumber|Vin |Status |Year |Make | Model |Trim |KMS |Exterior Color |Mfg Exterior Color | Interior Color | FuelType |Drive |Engine Size |Transmission |Doors |Passenger |Cylinder |Body |Price |HidePrice |Options |AdDescription | FinancingIsAvailable | FinancingPayment |FinancingPaymentType | FinancingNumberOfPayment |FinancingDownPayment | FinancingSource |FinancingType | FinancingOdometer |FinancingDescription |ManufactureProgram |Warranty |WarrantyDescription | MainPhoto |OtherPhoto|ModifiedDate|CreatedDate
37721426|ON20080206115507382|PICKERING TOYOTA|"Car"|32048A|WVWDA71K69W101190|Used|2009|Volkswagen|Rabbit|5-Door Trendline|165736| Grey| Magnetic Grey| Dark Grey| | FWD| I-5 cyl| Automatic| 4| | | Hatchback| 7995.0000| 0| |"SOLD CERTIFIED   PLUS HST AND LICENSING    *************************************************  Carproof History Report OR UCDA claims report provided with each vehicle."| 0| | || | | | |""| |  Not Available| | |""| 03/15/2018 16:12:17| 03/15/2018 16:17:22
37721436|ON20080206115507382|PICKERING TOYOTA|"Car"|U6903|4T1BF1FK9DU665835|Used|2013|Toyota|Camry|LE (A6)|84420| Grey| Magnetic Grey| | | FWD| I-4 cyl| Automatic| 4| | | Sedan| 14995.0000| 0| |"SOLD CERTIFIED   PLUS HST AND LICENSING  FACTORY POWER TRAIN WARRANTY TILL SEPTEMBER 26,2018/100,000KM  *************************************************  Carproof History Report OR UCDA claims report provided with each vehicle."| 0| | || | | | |""| |  Not Available| | |""| 03/15/2018 16:14:57| 03/15/2018 16:20:05
37504144|ON20080206115507382|PICKERING TOYOTA|"Car"|31988A|2T1BURHE5GC558752|Used|2016|Toyota|Corolla|LE|95635| | | Dark Grey| | FWD| I-4 cyl| Automatic| 4| | | Sedan| 15995.0000| 0| AM/FM Stereo, Air Conditioning, Anti-Lock Brakes (ABS), CD Player, Driver Side Airbag, Dual Airbag, Power Mirrors, Power Windows, Rear Defroster, Tilt Steering, Heated Seats, Power Locks, Traction Control, Cruise Control, Heated Exterior Mirrors, Dual Climate Control, Bluetooth, Passenger Airbag, Cloth Interior, Auxiliary 12v Outlet, Child-Safety Locks, Door Map Pockets, Power-Assist Disc Brakes, Rear View Camera, Reclining Seats, Trip Computer, Climate Control, Passenger Air Bag On/Off|"SOLD CERTIFIED  PLUS HST AND LICENSING FACTORY POWER TRAIN WARRANTY TILL DECEMBER 04,2020/100,000KM ************************************************* Carproof History Report OR UCDA claims report provided with each vehicle."| 0| | || | | | |""| |  Not Available| | http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0120/4469d509-9c95-4f8e-976c-b8ee47897000.jpg?w=420&h=315|"http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/2942c833-b861-447c-b104-3ea338a65c1c.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/16acf0db-635e-4bd5-a31e-059b97a5c53a.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/ac43ab64-35e3-4e89-8049-db7daca75d4e.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/af4b2f39-55f7-405f-99e6-db11b491146b.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/81f0814c-9860-4fa1-8f47-5fede1f5777b.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/1fd112ba-9701-4d99-8d30-7021ddfa8901.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0122/db823cb5-c33e-40b1-9038-5b4d386efc4c.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0120/735bfbd2-01c1-45b2-809a-d0de266de895.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0120/d24fdd14-5e43-449b-836b-30739a35b41a.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/a5b7b51c-8327-4024-97eb-cd9a02cfd731.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0120/60255f83-fe76-42af-ad00-c49bab59f9b2.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/62892b8b-7386-4d23-881d-fce67a07e0b7.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/967c142f-c7a8-4291-95bc-a16ebef167a6.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/51321f10-992f-4193-b98e-4cdc3287d61c.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0120/7fdc6fff-051c-4ca5-9007-24a67dca2b01.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0120/3210ce01-1962-4dc4-b082-15274114bcad.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0121/65681774-6836-49ea-9068-867e65688621.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0122/e6e0f6bd-b545-45bd-bd6d-46eede717e8e.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0122/82d7510c-dacf-4ef2-95a9-7ff3fdc2e223.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0122/6ba0dbe6-fca4-4cca-8b47-e0f76418cc7d.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/0122/1363cdc2-31c5-444b-83ed-c721497d653b.jpg?w=420&h=315"| 03/14/2018 15:05:33| 03/02/2018 19:17:40
37504932|ON20080206115507382|PICKERING TOYOTA|"Sport Utility"|31598A|2T3BFREV5EW195340|Used|2014|Toyota|RAV4|LE|49236| Grey| Magnetic Grey| Dark Grey| | AWD| I-4 cyl| Automatic| 4| | | SUV| 20995.0000| 0| |"SOLD CERTIFIED   PLUS HST AND LICENSING TOYOTA CERTIFIED VEHICLE FACTORY POWER TRAIN WARRANTY TILL SEPTEMBER 10,2019/100,000KM ************************************************* Carproof History Report OR UCDA claims report provided with each vehicle."| 0| | || | | | |""| Toyota Certified Used Vehicles|  Available| | http://azr.cdnmedia.autotrader.ca/5/photos/201803/0820/1715/04452d45-9c63-4a76-826f-0653fc402d29.jpg?w=420&h=315|""| 03/08/2018 20:17:11| 03/02/2018 20:15:59
37626730|ON20080206115507382|PICKERING TOYOTA|"Car"|32011A|2T1BURHEXGC583839|Used|2016|Toyota|Corolla|S|71352| Silver| Classic Silver| Light Grey| | FWD| I-4 cyl| Automatic| 4| | | Sedan| 16695.0000| 0| AM/FM Stereo, Air Conditioning, Alloy Wheels, Anti-Lock Brakes (ABS), Driver Side Airbag, Dual Airbag, Power Mirrors, Power Windows, Rear Defroster, Tilt Steering, Heated Seats, Power Locks, Sunroof, Traction Control, Power Sunroof, Cruise Control, Heated Exterior Mirrors, Bluetooth, Passenger Airbag, Cloth Interior, Auxiliary 12v Outlet, Child-Safety Locks, Door Map Pockets, Leather Wrap Wheel, Rear View Camera, Reclining Seats, Trip Computer, Climate Control, Passenger Air Bag On/Off|"SOLD CERTIFIED   PLUS HST AND LICENSING TOYOTA CERTIFIED VEHICLE FACTORY POWER TRAIN WARRANTY TILL JANUARY 31, 2021/100,000KM ************************************************* Carproof History Report OR UCDA claims report provided with each vehicle."| 0| | || | | | |""| Toyota Certified Used Vehicles|  Available| | http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/2f8f20ff-f987-4d26-830a-ed42ad98af7c.jpg?w=420&h=315|"http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4239/c3409e6c-c236-43bb-be22-6afac25dc8a2.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4239/f900959c-f35f-4957-9211-0eebcd395d08.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/236f3b9f-40c9-454f-9bd2-78b493bd078d.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/3844ff46-84d9-41dc-b884-654eba40a98b.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/c89d6c08-9a10-4331-a1c9-4ac3299be8ff.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/6f5a94d0-c57c-45fd-b4b4-83429d0384c1.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/b6f4cdc1-baff-49d9-a2a3-16cc993de485.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/bffd1222-2185-4d6e-8aca-dcc73ff3941c.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/373ab669-fd72-49b2-a848-de0282c0c05d.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/bd29e72e-33de-4186-b04e-0562685d0dc1.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/76902fe1-4488-48f9-9bbb-d9d65c601892.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4239/1c83f192-abba-4b52-a464-172dc24502f9.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/ff34dbe9-5793-4fae-aaab-d3dbb63e6436.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/cf111819-b432-4a5e-b788-a9382e25322e.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4239/cf89ef7f-572e-438a-ace4-b246f2facaf2.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/15b5e136-2e23-409f-a510-f05dfc3ee7b1.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4240/9bc50074-c33e-496b-9455-74f4d301c000.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4241/b45d5487-58ab-4335-8fe3-a949d72b34a7.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4241/be319ea2-26fd-479e-a830-234683e6a2ba.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4239/56b37026-cdac-4767-8035-1964fc1f191f.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1414/4239/559b7301-65f0-42c0-b97f-ccf843e41dfb.jpg?w=420&h=315"| 03/14/2018 14:50:17| 03/09/2018 22:31:50
37701987|ON20080206115507382|PICKERING TOYOTA|"Sport Utility"|32045A|2T3ZFREV7EW126809|Used|2014|Toyota|RAV4|LE|41082| White| Alpine White| Dark Grey| | FWD| I-4 cyl| Automatic| 4| | | SUV| 19995.0000| 0| |"SOLD CERTIFIED   PLUS HST AND LICENSING  TOYOTA CERTIFIED VEHICLE  FACTORY POWER TRAIN WARRANTY TILL SEPTEMBER 26,2019/100,000KM  *************************************************  Carproof History Report OR UCDA claims report provided with each vehicle."| 0| | || | | | |""| |  Not Available| | |""| 03/17/2018 17:21:38| 03/14/2018 16:48:42
37463121|ON20080206115507382|PICKERING TOYOTA|"Car"|U6898|2T1BURHE6GC519345|Used|2016|Toyota|Corolla|S|57811| White| Alpine White| Light Grey| | FWD| I-4 cyl| Automatic| 4| 5| 4| Sedan| 17995.0000| 0| AM/FM Stereo, Air Conditioning, Alloy Wheels, Anti-Lock Brakes (ABS), Driver Side Airbag, Dual Airbag, Power Mirrors, Power Windows, Rear Defroster, Heated Seats, Power Locks, Sunroof, Traction Control, Power Sunroof, Cruise Control, Heated Exterior Mirrors, Bluetooth, Passenger Airbag, Telescoping Steering Wheel, Cloth Interior, Analog Gauges, Child-Safety Locks, Door Map Pockets, Leather Wrap Wheel, Power-Assist Disc Brakes, Rear View Camera, Reclining Seats, Tachometer, Trip Computer, Trip Odometer, Climate Control, Passenger Air Bag On/Off|"SOLD CERTIFIED   PLUS HST AND LICENSING TOYOTA CERTIFIED VEHICLE FACTORY POWER TRAIN WARRANTY TILL OCTOBER 26,2020/100,000KM ************************************************* Carproof History Report OR UCDA claims report provided with each vehicle."| 0| | || | | | |""| Toyota Certified Used Vehicles|  Available| | http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3406/7c5f248e-edf4-4d20-8b34-52b501bca706.jpg?w=420&h=315|"http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3406/5771a10d-4a45-4678-b62a-640006ae9ade.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3405/20662df6-54c9-4058-b0d7-8fc7908d761c.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3406/78530c54-160f-462b-9748-6b4d9ccfe28c.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3406/d106bb43-2e25-4c8e-92f5-28c6b72f08d6.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3407/98dc9dfb-c9d5-4773-b761-0fc5adfcf0ca.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3406/909982fb-6b27-415a-acaf-e5986c54e079.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3407/ae687754-0c24-4c2f-8c3e-c384486253b2.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3407/2668a5e9-9909-4c6a-bb6b-48f3b5b58510.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3407/2a8960d1-81af-41c5-8f87-081ca4db04dc.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3408/dc150787-6ded-4675-9cb9-7363b180a1fb.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3408/4eca49be-e462-42a7-b03c-8450ff48f187.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3408/cc84db1c-f5e0-48cc-953a-6b7e51d3eb74.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3406/53fcd1ce-ebbe-4937-b3cd-1b58a27e8eae.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3408/8855aebe-05be-433c-873f-dfab20227921.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3408/d0477cab-a173-43f7-8b04-c7f837759d55.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3409/408ea780-6b84-4c12-b70e-1b8a675e5c6a.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3406/f4b84a57-39a5-4742-9be6-57d279d72faa.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3406/32673d48-5dab-49ab-8e7e-768e3bef29b5.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3408/c5e8d2f8-9561-4624-84ee-1fa10e9cec57.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3409/6f934c73-ff41-45b0-9a90-9513e1fab3bc.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0118/3408/add8dd4d-db44-4008-a2df-3484adac7e10.jpg?w=420&h=315"| 03/01/2018 18:37:19| 02/28/2018 14:20:09
37503617|ON20080206115507382|PICKERING TOYOTA|"Sport Utility"|U6884A|4T3BK11A19U025577|Used|2009|Toyota|Venza|Base V6|149972| Bronze| | Beige| | AWD| V-6 cyl| Automatic| 4| 5| | SUV| 13995.0000| 0| AM/FM Stereo, Air Conditioning, Alloy Wheels, Anti-Lock Brakes (ABS), CD Player, Driver Side Airbag, Dual Airbag, Power Mirrors, Power Seat, Rear Defroster, Power Sunroof, Cruise Control, Heated Exterior Mirrors, Heated Seats, Leather Interior, Power Locks, Traction Control, Sunroof, Dual Climate Control, Passenger Airbag, Satellite Radio, Telescoping Steering Wheel, Analog Gauges, Auxiliary 12v Outlet, Center Arm Rest, Child-Safety Locks, Door Map Pockets, Leather Wrap Wheel, Power-Assist Disc Brakes, Rear View Camera, Reclining Seats, Trip Computer, Tinted Windows, Power Adjustable Seat, Trip Odometer, Climate Control, Passenger Air Bag On/Off|"SOLD CERTIFIED  PLUS HST AND LICENSING   ************************************************* Carproof History Report OR UCDA claims report provided with each vehicle."| 0| | || | | | |""| |  Not Available| | http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1351/32fddeaa-47e2-4648-a543-7cc4cde8f53b.jpg?w=420&h=315|"http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1351/4f0f6b17-8334-4f75-b2fc-7c43a4938c85.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1351/50782beb-2392-495f-8186-ef8c3a4a21ee.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1351/7f6b7248-fdb5-4db9-bcf4-e39f005925bf.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1351/79bb7cff-39de-423c-9aba-7a4d9b939a3a.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1351/61497447-4cf4-4329-b964-342ce54de572.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1351/7a5982ae-ac72-4016-b203-181d46ca1462.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1351/6687b226-be06-4a8f-be69-3e8872567d55.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1352/7c07808c-f6e1-4b40-b3dd-cfdd3d793a1b.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1352/ba0f71bb-3ace-4481-b9cf-d2b047fbb12e.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1352/0f346557-d69c-4393-9928-27d0f6894055.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1352/999a7c68-4fc5-4548-b8c8-a4edaf5b2146.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1352/bb30ae3c-315c-4df6-beca-5923668cae45.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1352/0fd04941-33e3-442b-99ef-96e33ada6cdf.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1352/a4d60820-4dd4-432b-911a-03b84d9a3442.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1353/232a10e0-8b49-4716-9ed2-f977f338c7d2.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1350/06c8f5e6-3d31-4adf-bd7f-079b58ecf182.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1353/a6eb357c-8c15-4130-934e-66592eebfce9.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1353/c00c8a4f-827e-407b-b98e-d7e56f5c1b07.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1353/14ad0eaa-eab4-4340-a807-05e8c67ca490.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1353/50fa0407-3190-4334-ae4b-77670eac6d75.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1353/5b159780-745a-44fe-bba4-33eb3a66d145.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/0819/1351/8106b0c6-ed4a-4e92-88e3-1224b318cc8d.jpg?w=420&h=315"| 03/08/2018 19:19:05| 03/02/2018 17:57:52
37503687|ON20080206115507382|PICKERING TOYOTA|"Car"|U6897|JTHCF1D28F5015935|Used|2015|Lexus|IS 250|F2 SPORT PACKAGE|75596| Grey| Magnetic Grey| Black| | AWD| V-6 cyl| Automatic| 4| 5| 6| Sedan| 30995.0000| 0| AM/FM Stereo, Alloy Wheels, Anti-Lock Brakes (ABS), Driver Side Airbag, Dual Airbag, Keyless Entry, Navigation System, Power Mirrors, Power Seat, Power Windows, Rear Defroster, Side Impact Airbag, Heated Seats, Leather Interior, Power Locks, Sunroof, Traction Control, Power Sunroof, Cruise Control, Dual Climate Control, Bluetooth, Passenger Airbag, Satellite Radio, Adaptive Cruise Control, Telescoping Steering Wheel, Auxiliary 12v Outlet, Child-Safety Locks, Door Map Pockets, Leather Wrap Wheel, Rear View Camera, Reclining Seats, Tachometer, Trip Computer, Power Adjustable Seat, Climate Control, Passenger Air Bag On/Off|"SOLD CERTIFIED   PLUS HST AND LICENSING TOYOTA CERTIFIED VEHICLE FACTORY POWER TRAIN WARRANTY TILL  ************************************************* Carproof History Report OR UCDA claims report provided with each vehicle."| 0| | || | | | |""| |  Not Available| | http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/0b4281a4-8770-4715-be26-d7e37abd42e6.jpg?w=420&h=315|"http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/e1ee300a-0c70-422b-8d79-37bc336ac2fe.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/0ca5cfb5-9cd5-4fa2-8b07-fc40676bfaf3.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/bc8b7fe7-e591-43c0-b7fd-5ff02a436982.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/2ec2885b-45fe-4357-bef6-85878ca7193f.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/6d2a0bbc-516f-4bc8-b1ef-46e1874cfc19.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/93ab9ae9-f390-4c2d-858e-cb951419d4c4.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1828/2383b77d-e45a-452d-a915-8a7a0ae31f2f.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1828/d4cc2ced-3df6-407d-9aea-3d47345aeab8.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1828/9b80612d-0ba8-499e-aa50-351f595669a2.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1829/bbc9a83b-b286-47d5-b7a6-9a06400a8cec.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1828/ad87a1f0-4357-4240-9969-eb09d914ecbc.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1828/dabfeaf6-c5d1-48bd-9184-c623b33fabff.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1829/35986b03-8dc2-4ad0-94f6-67340b5fc346.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1829/58ecc213-107f-445e-a6aa-b5105028780c.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1829/5f82ccc5-aad6-46f8-a697-80abbc19530d.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/20d98b9f-ffda-4e5b-8ca6-cc7fde32ed11.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1829/20fee314-9599-45ef-ae08-e2184c3c2f53.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/d83c8e8c-834c-414b-981f-b519f5f0edf0.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/c4a449b5-b2f1-4057-86ba-88a87110e178.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1829/d2d66369-c92d-4e37-b46e-99d921d872c1.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1829/71b15091-a76f-4996-bd49-3f329b9595bd.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1829/fac48c5f-6dff-4dc2-9e4d-3fe75d3d371f.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1827/219fbeed-4afc-4d48-960d-9ac24bff010d.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1829/1e02adad-d58f-44d9-a505-03b66f604d70.jpg?w=420&h=315, http://azr.cdnmedia.autotrader.ca/5/photos/201803/1415/1826/61e088e8-68f1-4869-817b-245789c73945.jpg?w=420&h=315"| 03/14/2018 15:20:45| 03/02/2018 18:08:53
